Time(min),Input=0,Input=1
564.0,0.0002009711254468822,3.27059240878522e-05
565.0,0.00020097275944959737,3.267178512606205e-05
566.0,0.00020097438248342864,3.2637931479831946e-05
567.0,0.00020097590631611059,3.260436090049752e-05
568.0,0.00020097741176611344,3.2571071152819006e-05
569.0,0.0002009789015497439,3.253806001483145e-05
570.0,0.0002009803758888618,3.2505325277694856e-05
571.0,0.0002009818350053271,3.247286474554443e-05
572.0,0.00020098327912099963,3.244067623534073e-05
573.0,0.0002009847084577393,3.240875757671989e-05
574.0,0.000200986123237406,3.237710661184379e-05
575.0,0.0002009875236818596,3.2345721195250264e-05
576.0,0.00020098891001296,3.2314599193703284e-05
577.0,0.00020099028245256704,3.2283738486043146e-05
578.0,0.00020099164122254067,3.225313696303669e-05
579.0,0.00020099298654474075,3.2222792527227456e-05
580.0,0.00020099431864102716,3.21927030927859e-05
581.0,0.00020099563773325976,3.216286658535959e-05
582.0,0.0002009969440432985,3.213328094192337e-05
583.0,0.0002009982377930032,3.210394411062958e-05
584.0,0.0002009995192042338,3.2074854050658257e-05
585.0,0.00020100078849885015,3.204600873206727e-05
586.0,0.00020100204589871214,3.20174061356426e-05
587.0,0.00020100329162567966,3.198904425274846e-05
588.0,0.00020100452590161258,3.19609210851775e-05
589.0,0.0002010057489483708,3.193303464500104e-05
590.0,0.00020100696098781422,3.190538295441922e-05
591.0,0.0002010081622418027,3.18779640456112e-05
592.0,0.00020100935293219615,3.185077596058539e-05
593.0,0.00020101053328085443,3.182381675102958e-05
594.0,0.00020101170350963744,3.179708447816117e-05
595.0,0.00020101286384040506,3.1770577212577366e-05
596.0,0.00020101401449501718,3.174429303410536e-05
597.0,0.00020101515569533366,3.171823003165253e-05
598.0,0.00020101628766321442,3.169238630305662e-05
599.0,0.00020101741062051933,3.1666759954935954e-05
600.0,0.0002010185247891083,3.1641363180688496e-05
601.0,0.00020101963039084115,3.161618198644669e-05
602.0,0.00020102072764757785,3.159121429875023e-05
603.0,0.0002010218167811782,3.1566458356220304e-05
604.0,0.00020102289801350216,3.154191240850807e-05
605.0,0.0002010239715664096,3.151757471618463e-05
606.0,0.00020102503766176034,3.1493443550631064e-05
607.0,0.00020102609652141435,3.1469517193928445e-05
608.0,0.00020102714836723145,3.144579393874784e-05
609.0,0.00020102819342107157,3.1422272088240344e-05
610.0,0.00020102923190479458,3.139894995592708e-05
611.0,0.00020103026404026038,3.137582586558921e-05
612.0,0.00020103129004932883,3.1352898151157966e-05
613.0,0.0002010323101538598,3.133016515660465e-05
614.0,0.00020103332457571324,3.1307625235830656e-05
615.0,0.0002010342958345757,3.1285276752557465e-05
616.0,0.0002010352263886513,3.1263118080216695e-05
617.0,0.00020103614753536056,3.124114760184009e-05
618.0,0.00020103705940870836,3.121936370994952e-05
619.0,0.00020103796214269965,3.119776480644704e-05
620.0,0.0002010388558713393,3.117634930250487e-05
621.0,0.00020103974072863232,3.1155115618455404e-05
622.0,0.00020104061684858356,3.1134062183681256e-05
623.0,0.00020104148436519796,3.1113187436505246e-05
624.0,0.0002010423434124805,3.1092489824080425e-05
625.0,0.00020104319412443601,3.10719678022801e-05
626.0,0.0002010440366350695,3.105161983558781e-05
627.0,0.00020104487107838585,3.10314443969874e-05
628.0,0.00020104569758839,3.101143996785297e-05
629.0,0.00020104651629908687,3.0991605037838944e-05
630.0,0.00020104732734448137,3.097193810477005e-05
631.0,0.00020104813085857845,3.0952437674531353e-05
632.0,0.00020104892697538304,3.093310226095825e-05
633.0,0.00020104971582890003,3.091393038572651e-05
634.0,0.0002010504975531344,3.089492057824226e-05
635.0,0.000201051272282091,3.087607137553202e-05
636.0,0.0002010520401497748,3.0857394185762644e-05
637.0,0.0002010528012901907,3.08388791968044e-05
638.0,0.00020105355583734366,3.082052238392406e-05
639.0,0.0002010543039252386,3.0802322421337344e-05
640.0,0.0002010550456878804,3.078427799362513e-05
641.0,0.00020105578125927402,3.076638779566734e-05
642.0,0.0002010565107734244,3.0748650532576745e-05
643.0,0.00020105723436433643,3.0731064919632896e-05
644.0,0.00020105795216601507,3.071362968221594e-05
645.0,0.0002010586643124652,3.069634355574051e-05
646.0,0.00020105937093769176,3.067920528558956e-05
647.0,0.00020106007217569972,3.066221362704828e-05
648.0,0.00020106076816049393,3.0645367345237896e-05
649.0,0.00020106145902607937,3.062866521504957e-05
650.0,0.00020106214490646097,3.061210602107827e-05
651.0,0.0002010628259356436,3.05956885575566e-05
652.0,0.00020106350224763223,3.057941162828871e-05
653.0,0.00020106417397643177,3.056327404658412e-05
654.0,0.00020106484125604712,3.0547274635191586e-05
655.0,0.00020106550422048326,3.053141222623299e-05
656.0,0.0002010661630037451,3.0515685661137183e-05
657.0,0.0002010668177398375,3.0500093790573858e-05
658.0,0.00020106746856276547,3.0484635474387404e-05
659.0,0.0002010681156065339,3.0469309581530776e-05
660.0,0.00020106875900514768,3.045411498999935e-05
661.0,0.0002010693988926118,3.043905058676481e-05
662.0,0.00020107003540293113,3.042411526770898e-05
663.0,0.00020107066390335484,3.0409307937557706e-05
664.0,0.00020107124832481136,3.039462750981472e-05
665.0,0.00020107182697921854,3.0380072906695492e-05
666.0,0.0002010723999442242,3.036564305906111e-05
667.0,0.0002010729672974762,3.0351336906352125e-05
668.0,0.00020107352911662233,3.033715339652243e-05
669.0,0.00020107408547931043,3.0323091485973112e-05
670.0,0.00020107463646318828,3.0309150139486327e-05
671.0,0.00020107518214590377,3.0295328330159153e-05
672.0,0.00020107572260510468,3.0281626947852764e-05
673.0,0.00020107625791843887,3.0268044336581582e-05
674.0,0.0002010767881635541,3.0254578583805366e-05
675.0,0.00020107731341809825,3.024122871515511e-05
676.0,0.0002010778337597191,3.0227993764856945e-05
677.0,0.0002010783492660645,3.0214872775674177e-05
678.0,0.00020107886001478228,3.0201864798849286e-05
679.0,0.00020107936608352025,3.0188968894045926e-05
680.0,0.00020107986754992622,3.017618412929096e-05
681.0,0.000201080364491648,3.0163509580916447e-05
682.0,0.00020108085698633348,3.0150944333501672e-05
683.0,0.00020108134511163044,3.013848747981515e-05
684.0,0.0002010818289451867,3.0126138120756632e-05
685.0,0.00020108230856465006,3.0113895365299126e-05
686.0,0.0002010827840476684,3.0101758330430906e-05
687.0,0.0002010832554718895,3.008972614109751e-05
688.0,0.0002010837229149612,3.0077797930143776e-05
689.0,0.0002010841864545313,3.006597283825584e-05
690.0,0.00020108464616824765,3.005425001390313e-05
691.0,0.00020108510213375807,3.004262861328041e-05
692.0,0.00020108555442871037,3.003110780024978e-05
693.0,0.0002010860031307524,3.0019686746282666e-05
694.0,0.00020108644831753192,3.000836463040186e-05
695.0,0.0002010868900666968,2.9997140639123517e-05
696.0,0.00020108732845589488,2.998601396639917e-05
697.0,0.00020108776356277396,2.9974983813557738e-05
698.0,0.00020108819546498186,2.996404938924754e-05
699.0,0.0002010886242401664,2.995320990937831e-05
700.0,0.0002010890499659754,2.9942464597063202e-05
701.0,0.0002010894727200567,2.9931812682560795e-05
702.0,0.00020108989258005812,2.9921253403217128e-05
703.0,0.00020109030962362748,2.9910786003407688e-05
704.0,0.00020109072392841256,2.9900409734479427e-05
705.0,0.00020109113557206126,2.9890123854692778e-05
706.0,0.00020109154463222138,2.9879927629163668e-05
707.0,0.0002010919511865407,2.986982032980552e-05
708.0,0.00020109235531266706,2.9859799763786792e-05
709.0,0.0002010927570882483,2.984986496345673e-05
710.0,0.00020109315659093226,2.984001658670631e-05
711.0,0.00020109355389836671,2.9830253911718637e-05
712.0,0.00020109392008408236,2.9820576222559348e-05
713.0,0.00020109426879284244,2.9810982809110287e-05
714.0,0.00020109461369633442,2.9801472967003153e-05
715.0,0.00020109495484667278,2.979204599755316e-05
716.0,0.00020109529229597194,2.9782701207692704e-05
717.0,0.0002010956260963464,2.9773437909904994e-05
718.0,0.0002010959562999106,2.9764255422157747e-05
719.0,0.00020109628295877902,2.975515306783681e-05
720.0,0.00020109660612506607,2.9746130175679836e-05
